Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	PolicyLossBeforeUpdate	PolicyLossAfterUpdate
90.28621578216553	42	2.8517673888255417	0.9059097499025155	25.0	2.0	2.8517673888255417	0.9059097499025155	5002	221258	3.0147853	3.0477452
93.34244656562805	43	2.8254237288135595	0.6409103395887334	14.0	2.0	2.8254237288135595	0.6409103395887334	5001	226259	2.8492677	2.8658767
96.51275324821472	44	2.8006718924972005	0.5442559638254563	7.0	2.0	2.8006718924972005	0.5442559638254563	5002	231261	2.7899072	2.794991
99.58193373680115	45	2.7918526785714284	0.5341888507788203	6.0	2.0	2.7918526785714284	0.5341888507788203	5003	236264	2.724245	2.7232614
102.67813992500305	46	2.7876254180602005	0.5446022165696783	6.0	2.0	2.7876254180602005	0.5446022165696783	5001	241265	2.7462044	2.7435682
105.72831797599792	47	2.8075196408529743	0.528098911770432	5.0	2.0	2.8075196408529743	0.528098911770432	5003	246268	2.7441354	2.737899
108.75648736953735	48	2.830316742081448	0.5801656723443412	12.0	2.0	2.830316742081448	0.5801656723443412	5004	251272	2.7787774	2.7709332
111.84868264198303	49	2.8430926662876637	0.5194858917757653	5.0	2.0	2.8430926662876637	0.5194858917757653	5001	256273	2.6926055	2.6851232
114.89688777923584	50	2.877445339470656	0.5421772675747547	8.0	2.0	2.877445339470656	0.5421772675747547	5001	261274	2.7622573	2.751117
117.97584295272827	51	2.8980301274623406	0.5984013573615156	14.0	2.0	2.8980301274623406	0.5984013573615156	5002	266276	2.7722752	2.765188
120.96506762504578	52	2.992818671454219	0.8558293873138362	25.0	2.0	2.992818671454219	0.8558293873138362	5001	271277	2.9435568	2.9280467
123.96223306655884	53	2.992224880382775	0.5516931981051716	6.0	2.0	2.992224880382775	0.5516931981051716	5003	276280	2.81993	2.8128567
127.0664393901825	54	3.100371747211896	0.8671835427106815	19.0	2.0	3.100371747211896	0.8671835427106815	5004	281284	3.0097423	2.9900672
130.07259130477905	55	3.1532156368221944	0.7180647771048707	15.0	2.0	3.1532156368221944	0.7180647771048707	5001	286285	2.9899657	2.9727712
133.02469682693481	56	3.1955271565495207	0.9606203700051918	18.0	2.0	3.1955271565495207	0.9606203700051918	5001	291286	3.1280155	3.1138961
